"","GLMM_tree","Bart","BA","BaBart_N*1","BaBart_N*5","BaBart_N*10","Smearing_N*1_palt=0","Smearing_N*5_palt=0","Smearing_N*10_palt=0","Smearing_N*1_palt=0.25","Smearing_N*5_palt=0.25","Smearing_N*10_palt=0.25","Smearing_N*1_palt=0.5","Smearing_N*5_palt=0.5","Smearing_N*10_palt=0.5","BaBart_N*5_Nw","BaBart_N*10_Nw","Smearing_N*5_palt=0_Nw","Smearing_N*10_palt=0_Nw","Smearing_N*5_palt=0.25_Nw","Smearing_N*10_palt=0.25_Nw","Smearing_N*5_palt=0.5_Nw","Smearing_N*10_palt=0.5_Nw"
"79",11,NA,NA,18,4,4,46,15,13,29,14,18,30,17,13,NA,NA,NA,NA,NA,NA,NA,NA
"80",7,NA,NA,22,4,4,32,14,12,26,17,19,26,25,21,NA,NA,NA,NA,NA,NA,NA,NA
"81",13,NA,NA,13,4,14,37,15,10,33,19,17,22,18,30,NA,NA,NA,NA,NA,NA,NA,NA
"82",7,NA,NA,18,4,4,28,11,12,34,16,15,25,21,14,NA,NA,NA,NA,NA,NA,NA,NA
"83",11,NA,NA,19,4,4,36,16,9,30,14,16,35,23,18,NA,NA,NA,NA,NA,NA,NA,NA
"84",8,NA,NA,20,9,4,32,14,13,33,22,17,24,27,13,NA,NA,NA,NA,NA,NA,NA,NA
"85",7,NA,NA,11,4,9,38,14,9,32,13,11,27,17,24,NA,NA,NA,NA,NA,NA,NA,NA
"86",12,NA,NA,19,4,5,29,11,11,31,19,19,26,21,22,NA,NA,NA,NA,NA,NA,NA,NA
"87",7,NA,NA,18,4,5,30,14,10,30,19,22,23,21,16,NA,NA,NA,NA,NA,NA,NA,NA
"88",8,NA,NA,16,4,4,31,14,9,32,24,28,30,23,20,NA,NA,NA,NA,NA,NA,NA,NA
"89",11,NA,NA,18,4,4,36,15,13,25,14,18,30,17,13,NA,NA,NA,NA,NA,NA,NA,NA
"90",7,NA,NA,22,4,4,32,14,12,26,17,19,26,25,21,NA,NA,NA,NA,NA,NA,NA,NA
"91",13,NA,NA,13,4,14,37,15,10,33,19,17,22,18,30,NA,NA,NA,NA,NA,NA,NA,NA
"92",7,NA,NA,18,4,4,28,11,12,34,16,15,25,21,14,NA,NA,NA,NA,NA,NA,NA,NA
"93",11,NA,NA,19,4,4,36,16,9,30,14,16,35,23,18,NA,NA,NA,NA,NA,NA,NA,NA
"94",8,NA,NA,20,9,4,32,14,13,33,22,17,24,27,13,NA,NA,NA,NA,NA,NA,NA,NA
"95",7,NA,NA,11,4,9,38,14,9,32,13,11,27,17,24,NA,NA,NA,NA,NA,NA,NA,NA
"96",12,NA,NA,19,4,5,29,11,11,31,19,19,26,21,22,NA,NA,NA,NA,NA,NA,NA,NA
"97",7,NA,NA,18,4,5,30,14,10,30,19,22,23,21,16,NA,NA,NA,NA,NA,NA,NA,NA
"98",8,NA,NA,16,4,4,31,14,9,32,24,28,30,23,20,NA,NA,NA,NA,NA,NA,NA,NA
"99",11,NA,NA,18,4,4,36,15,13,25,14,18,30,17,13,NA,NA,NA,NA,NA,NA,NA,NA
"100",7,NA,NA,22,4,4,32,14,12,26,17,19,26,25,21,NA,NA,NA,NA,NA,NA,NA,NA
